Compound,ICSD#,Lattice,Pearson,Ncell,Eg,Efitg,me,mh,hPni/L,Pn1/L,Pn2/L,Pn3/L,hPpi/L,Pp1/L,Pp2/L,Pp3/L
As4Ge2Sr3,16454,mcl,mP36,36,0.78,1.96,0.98,0.47,5.21,1.40,6.58,7.65,2.82,1.92,2.36,4.18
As4Mg1,1079,tet,tP20,20,0.81,2.00,1.82,0.73,2.30,2.16,2.37,2.37,4.11,3.60,3.60,5.13
As4Na2O11,62963,mclc(1),mS68,34,2.08,3.72,0.45,4.75,3.51,1.73,4.25,4.56,11.69,6.20,11.16,17.70
As4O6,36144,fcc,cF80,20,4.03,6.35,3.00,4.71,7.02,7.02,7.02,7.02,12.83,12.83,12.83,12.83
As4S3,16105,orc,oP28,28,2.43,4.19,4.55,3.05,7.55,2.82,6.31,13.51,13.94,1.84,19.23,20.74
As4S4,42387,mclc(1),mS32,16,2.04,3.67,1.04,1.42,5.27,2.87,5.33,7.62,2.46,1.39,2.25,3.72
As4S5,16107,mcl,mP18,18,1.94,3.52,1.50,3.10,1.79,0.44,1.97,2.95,6.50,2.99,5.12,11.40
As4Se4,2056,mcl,mP32,32,1.49,2.93,2.75,13.90,6.68,0.90,5.74,13.39,3.69,0.04,5.03,6.00
As4Si2Sr3,16453,mclc(3),mS36,18,0.91,2.13,0.77,0.71,1.96,0.61,2.48,2.79,3.54,1.17,3.49,5.96
As5B1O20Pb6,404329,tet,tP32,32,2.93,4.87,3.75,9.83,1.57,0.12,2.30,2.30,7.61,0.03,11.40,11.40
As6Ca5Sn2,61037,orc,oP26,26,0.25,1.25,0.13,0.99,1.16,0.23,0.44,2.82,5.08,3.24,3.72,8.27
As6Na10Sn2,40559,mcl,mP36,36,0.04,0.97,1.09,6.01,3.14,0.57,4.05,4.82,7.56,1.91,7.21,13.55
As8S9,98792,mcl,mP34,34,1.71,3.21,1.07,2.17,4.12,2.34,4.10,5.93,7.01,2.30,8.42,10.30
Au1Cl3,22146,mcl,mP16,16,1.30,2.67,63.63,3.72,5.15,1.68,3.65,10.11,4.88,3.17,3.22,8.24
Au1Cs1,58427,cub,cP2,2,0.75,1.93,0.42,0.22,0.09,0.09,0.09,0.09,0.01,0.01,0.01,0.01
Au1K3O1,79086,cub,cP5,5,0.64,1.78,0.49,4.42,0.56,0.55,0.56,0.56,5.34,5.22,5.34,5.47
Au1O1Rb3,75499,cub,cP5,5,0.27,1.28,0.42,2.78,0.11,0.11,0.11,0.11,3.26,3.23,3.25,3.29
Au2P3,8058,mclc(3),mS20,10,0.15,1.11,0.65,0.40,0.61,0.50,0.66,0.68,0.87,0.34,0.85,1.41
Au2S1,78718,cub,cP6,6,1.97,3.56,0.38,1.95,0.03,0.03,0.03,0.03,1.91,1.91,1.91,1.91
Au3Sb4Y3,957,bcc,cI40,20,0.47,1.55,0.26,0.59,2.75,2.75,2.75,2.75,9.09,9.06,9.10,9.10
B10O21Pb6,2641,tri(1b),aP37,37,3.24,5.28,0.97,2.38,4.04,1.01,3.35,7.75,6.80,0.20,6.46,13.73
B12H12Tl2,151981,fcc,cF104,26,4.53,7.02,1.46,1.18,5.16,5.16,5.16,5.16,4.40,4.40,4.40,4.40
B12O24Se2Zn8,74057,bcc,cI46,23,4.94,7.57,0.48,3.30,1.26,1.23,1.24,1.30,17.75,16.52,18.24,18.48
B12P2,62748,rhl(1),hR14,14,2.49,4.27,0.46,2.17,2.40,1.26,1.69,4.26,6.99,4.12,6.22,10.64
B1Ba1Bi1O4,154105,orc,oP28,28,3.61,5.78,1.13,6.55,3.20,1.72,3.60,4.27,10.05,7.09,10.64,12.41
B1Ba1F3O1,16684,orc,oP24,24,5.82,8.75,0.49,4.78,1.55,1.02,1.24,2.37,14.51,10.92,11.03,21.59
B1Ba1Li1O3,73218,mcl,mP24,24,4.39,6.83,0.81,2.43,2.42,1.74,2.53,2.99,7.87,2.03,7.03,14.55
B1Ba1Li1S3,82352,mcl,mP24,24,2.16,3.82,0.72,0.94,1.52,1.09,1.70,1.77,2.21,1.03,2.67,2.91
B1Ba1Na1O3,80110,mclc(1),mS24,12,3.63,5.81,0.61,3.60,1.03,0.78,0.97,1.34,3.67,0.31,4.19,6.52
B1Ba3O3P1,402017,hex,hP16,16,1.46,2.88,1.21,4.00,3.16,2.07,2.27,5.15,3.78,0.87,1.21,9.25
B1Be2Cs1F2O3,20000,rhl(1),hR9,9,5.92,8.89,0.53,3.32,0.79,0.44,0.59,1.35,4.10,0.33,5.27,6.71
B1Bi1O3,413621,mcl,mP20,20,3.09,5.08,1.05,1.59,4.83,3.12,3.22,8.15,1.95,0.93,2.08,2.83
B1Br3I3P1,411438,orc,oP32,32,1.94,3.52,1.48,4.63,5.42,4.69,5.77,5.80,7.51,3.54,4.54,14.44
B1C1Ca3Cl2N1,33850,orc,oP32,32,2.17,3.83,0.82,2.92,7.14,1.88,9.40,10.14,6.28,0.52,3.17,15.14
B1C2Cs1F8,200869,mcl,mP24,24,6.55,9.74,1.13,15.43,1.89,0.87,1.86,2.93,9.97,0.66,2.19,27.06
B1C3Cs1F9N1O2,410079,tri(1b),aP34,34,3.63,5.80,13.08,22.49,8.92,0.23,2.87,23.65,5.79,1.68,6.11,9.58
B1C4N4Tl1,414564,bct(2),tI40,20,5.21,7.94,2.98,12.14,3.42,2.17,2.60,5.49,8.53,2.61,10.93,12.05
B1Ca2Cl1N2,50844,orc,oP24,24,3.33,5.40,0.45,2.56,2.27,0.66,1.83,4.33,12.33,8.69,9.15,19.17
B1Ca2Cl1O3,342,mcl,mP28,28,4.57,7.08,0.49,3.44,1.34,1.02,1.17,1.85,8.65,4.79,6.69,14.47
B1Ca2F1N2,50842,orc,oP24,24,2.93,4.86,0.50,1.38,1.62,0.98,1.43,2.44,2.20,1.57,1.97,3.08
B1Ca2H1N2,414006,orc,oP24,24,3.00,4.96,1.28,1.23,5.44,2.64,3.56,10.12,4.03,2.04,4.00,6.06
B1Ca3N3,95814,tet,tP7,7,0.56,1.67,0.43,2.09,0.29,0.14,0.36,0.36,1.28,0.00,1.91,1.91
B1Cd1Li1O3,200615,tri(1b),aP12,12,1.92,3.50,0.63,12.94,0.46,0.14,0.29,0.97,3.44,0.30,3.41,6.61
B1Ce1O3,99689,orc,oP20,20,4.70,7.25,1.74,18.57,6.73,4.21,6.46,9.53,12.05,6.59,14.59,14.98
B1Ce1O3,99690,mcl,mP10,10,4.38,6.81,1.18,2.00,1.03,0.47,1.24,1.40,6.47,1.99,5.15,12.29
B1Cl1N2Sr2,50845,orc,oP24,24,2.74,4.61,0.43,2.53,2.01,0.81,1.00,4.21,10.52,2.19,4.12,25.24
B1Cs1Li2S3,411530,orc,oP28,28,3.11,5.10,1.25,3.38,5.41,1.61,5.60,9.02,5.42,1.48,3.70,11.10
B1Cs1Se3,411342,mcl,mP20,20,1.72,3.23,1.10,1.33,4.89,2.24,5.79,6.64,2.66,1.47,2.60,3.90
B1Cs3P2,300123,mclc(5),mS24,12,1.73,3.24,0.52,1.82,1.50,0.65,1.87,1.96,4.72,4.24,4.56,5.35
B1Cs3S3,391170,mcl,mP28,28,2.48,4.25,1.36,4.77,3.81,1.00,3.09,7.33,6.83,4.71,7.84,7.93
B1F1N2Sr2,50843,orc,oP24,24,2.56,4.36,0.46,1.57,1.13,0.89,0.98,1.51,2.53,1.23,2.62,3.75
B1F4In1,50218,orc,oP24,24,4.55,7.05,0.90,8.72,3.22,1.47,2.69,5.50,13.19,9.39,10.03,20.15
B1F4Tl1,300222,orc,oP24,24,5.78,8.71,0.89,6.28,3.60,2.07,3.27,5.47,11.50,4.14,12.19,18.16
B1F7Sn2,15263,mcl,mP40,40,4.42,6.87,1.24,4.01,7.49,2.27,4.65,15.54,6.89,3.04,4.22,13.41
B1Ga1O4Pb1,279600,orc,oP28,28,3.38,5.46,0.49,4.11,8.84,5.07,5.66,15.77,5.78,3.75,4.26,9.31
B1H4N1O8P2Zn1,410872,tri(1b),aP34,34,4.80,7.39,0.58,7.46,3.38,0.95,1.68,7.51,7.69,2.54,8.16,12.38
B1In1O3,75254,rhl(1),hR10,10,2.65,4.48,0.42,7.98,0.60,0.17,0.54,1.08,7.96,3.70,9.19,10.99
B1La1O3,15383,mcl,mP10,10,4.40,6.84,1.03,2.06,1.07,0.36,1.31,1.56,1.09,0.45,1.16,1.67
B1Li1O3Sr1,92842,mcl,mP24,24,3.08,5.07,2.22,6.61,13.21,9.09,12.52,18.02,10.12,8.02,8.47,13.89
B1Li1S3Sr1,380105,orc,oP24,24,2.38,4.12,1.21,1.91,2.52,0.72,2.34,4.50,9.31,1.47,3.39,23.07
B1Na1O3Sr1,172420,mcl,mP24,24,3.84,6.09,0.52,3.12,1.34,0.69,0.96,2.36,10.67,0.72,13.46,17.82
B1Nb1O4,63202,bct(1),tI24,12,2.60,4.42,6.23,1.94,5.85,4.94,6.30,6.30,2.85,1.46,3.55,3.55
B1O2Tl1,36404,tet,tP32,32,2.87,4.78,1.02,1.67,6.38,6.12,6.14,6.88,12.44,4.16,4.16,29.00
B1O3P1Sr3,401207,hex,hP16,16,2.01,3.62,0.29,7.20,0.66,0.28,0.56,1.15,6.54,0.70,1.00,17.92
B1O3Sc1,65010,rhl(1),hR10,10,4.11,6.45,1.69,5.98,3.38,2.53,3.76,3.86,9.93,4.48,12.60,12.71
B1O3Tl3,2203,hex,hP14,14,1.37,2.76,0.38,0.81,0.36,0.24,0.37,0.46,2.69,1.59,3.18,3.31
B1O3Y1,44162,orcc,oS60,30,5.16,7.87,3.98,2.86,7.07,4.27,5.74,11.20,11.80,2.05,3.59,29.77
B1O4Ta1,20383,bct(1),tI24,12,3.62,5.79,4.04,1.66,8.14,5.61,9.40,9.40,2.50,1.19,3.15,3.15
B1S3Tl1,73085,mcl,mP20,20,1.68,3.18,0.45,2.08,1.89,1.19,1.89,2.61,3.02,1.86,2.60,4.59
B1S3Tl3,202528,mcl,mP14,14,1.38,2.77,0.43,0.98,1.11,0.37,0.92,2.04,1.69,0.51,1.37,3.18
B1Se3Tl3,40375,mcl,mP14,14,1.18,2.50,0.56,1.09,1.49,0.73,1.26,2.48,2.02,0.82,1.74,3.50
B2Ba1F8,240991,mclc(1),mS22,11,7.98,11.67,0.91,28.91,2.17,1.25,1.78,3.48,5.54,2.90,6.03,7.71
B2Ba1Ga2O7,91280,orcc,oS48,24,4.05,6.37,0.44,3.69,2.35,0.47,2.47,4.12,11.37,6.06,10.25,17.79
B2Ba1O6Ti1,97972,rhl(1),hR10,10,2.25,3.95,3.30,10.30,1.77,0.20,2.43,2.68,2.38,0.28,3.21,3.64
B2Ba1Se6,411967,orcc,oS36,18,1.69,3.19,1.25,0.76,4.31,3.24,4.43,5.26,2.46,0.50,2.56,4.33
B2Ba2Ca1O6,80429,mclc(1),mS22,11,4.06,6.38,0.82,5.49,1.07,0.48,1.32,1.40,4.16,0.23,4.02,8.22
B2Be1Ca1O5,72520,mcl,mP36,36,5.59,8.45,0.68,6.12,2.61,0.84,3.13,3.85,17.94,4.05,15.04,34.72
B2Ca1Li4O6,99503,orc,oP26,26,4.73,7.29,0.66,34.95,5.76,4.18,6.24,6.86,20.27,8.41,17.77,34.61
B2Ca1O6Sn1,30998,rhl(1),hR10,10,3.69,5.89,0.71,13.00,0.89,0.84,0.86,0.95,5.88,3.05,7.19,7.39
B2Ca2O5,66516,mcl,mP36,36,4.74,7.30,0.54,5.50,6.30,2.44,3.75,12.70,11.76,2.22,2.45,30.63
B2Cd2O5,200621,tri(1b),aP18,18,2.59,4.40,0.44,10.53,3.16,2.55,3.21,3.73,9.77,1.75,13.21,14.36
B2Cd2O5,281357,tri(1b),aP18,18,2.60,4.41,0.44,10.64,1.42,0.73,1.64,1.90,8.66,1.80,11.99,12.19
B2Cd3O6,66170,orc,oP22,22,1.62,3.10,0.37,2.44,1.36,0.57,1.72,1.80,3.69,1.95,2.56,6.57
B2Ce1Cl1O4,413236,tri(1b),aP16,16,4.98,7.62,4.99,6.31,4.76,3.50,4.36,6.41,3.50,0.11,2.26,8.12
B2Ce3Cl3O6,413237,hex,hP28,28,4.64,7.17,35.61,24.32,25.40,21.63,25.99,28.57,17.72,13.72,19.03,20.40
B2Cl1La1O4,413209,tri(1b),aP16,16,5.18,7.89,3.45,21.57,3.44,1.45,2.87,5.99,4.24,0.08,2.77,9.88
B2Cs3Li2Na1O6,36531,tri(1b),aP28,28,3.42,5.53,0.49,11.27,156.58,40.39,159.88,269.47,1144.31,12.93,78.45,3341.54
B2Ga2O7Sr1,91279,orcc,oS48,24,4.03,6.34,0.43,4.72,3.46,1.58,2.15,6.65,11.06,10.53,11.22,11.42
B2Li2Se5,411410,mclc(1),mS36,18,1.60,3.07,0.95,0.88,1.15,0.82,1.00,1.64,4.65,1.40,2.89,9.66
B2Mg1O6Sn1,28266,rhl(1),hR10,10,3.57,5.73,0.69,1.36,1.94,1.35,2.02,2.46,9.52,3.29,11.40,13.86
B2Mg1O6Sr2,240897,mclc(1),mS22,11,4.58,7.08,0.54,6.51,0.43,0.14,0.48,0.67,2.69,0.19,3.40,4.47
B2Na1O5Sc1,409522,mcl,mP36,36,4.88,7.50,7.08,6.49,23.73,22.04,22.14,27.01,18.48,9.00,17.45,28.99
B2O4Sr1,203226,orc,oP28,28,4.96,7.60,0.55,4.42,1.45,0.73,1.27,2.35,11.30,5.81,7.88,20.21
B2O6Sn1Sr1,28267,rhl(1),hR10,10,3.62,5.79,0.66,5.26,1.22,0.80,1.18,1.69,6.19,4.02,6.47,8.07
B2S4Sr1,71594,mcl,mP28,28,2.83,4.73,1.42,1.94,6.56,5.48,6.93,7.26,7.24,0.55,1.49,19.67
B3Ba4N6Na1,401210,bcc,cI28,14,2.04,3.66,0.39,1.01,0.62,0.62,0.62,0.62,7.68,7.62,7.71,7.71
B3Bi1O6,416822,orc,oP40,40,3.85,6.10,2.72,0.85,6.90,0.09,4.98,15.63,23.67,0.09,31.23,39.70
B3Bi1O6,48025,mclc(1),mS20,10,3.88,6.14,1.04,2.60,0.98,0.70,1.08,1.16,1.15,0.06,1.39,1.99
B3Ca4Li1N6,83419,bcc,cI28,14,2.20,3.88,0.42,0.81,0.67,0.67,0.67,0.67,0.91,0.85,0.93,0.96
B3Ce1O6,413903,orc,oP40,40,5.16,7.87,3.03,5.36,20.69,8.63,20.05,33.38,21.65,6.67,26.18,32.09
B3Eu4Li1N6,400465,bcc,cI28,14,0.55,1.66,0.34,0.86,0.61,0.49,0.49,0.86,2.98,2.05,2.05,4.85
B3La1O6,20355,mcl,mP20,20,5.03,7.70,1.03,3.44,8.49,5.75,8.30,11.42,6.56,2.27,4.58,12.83
B3La3N6,410598,tri(1b),aP24,24,2.13,3.78,2.34,14.59,3.57,2.18,4.11,4.43,7.95,5.86,8.47,9.54
B3Li1N6Sr4,402173,bcc,cI28,14,2.08,3.71,0.39,0.82,0.58,0.58,0.58,0.58,1.58,1.54,1.58,1.62
B3N6Na1Sr4,92577,bcc,cI28,14,1.97,3.57,0.39,0.84,2.05,2.05,2.05,2.05,0.78,0.77,0.78,0.80
B3O5Tl1,84855,orc,oP36,36,4.21,6.58,0.90,1.83,7.49,2.16,9.30,11.02,6.34,4.51,5.94,8.58
B4Ca1O7,412710,orc,oP24,24,6.31,9.43,2.20,4.40,5.21,3.88,4.04,7.70,12.13,7.24,9.88,19.28
B4Hg1O7,415347,orc,oP24,24,1.79,3.33,0.69,7.09,1.14,0.67,1.26,1.50,12.01,10.46,11.63,13.96
B4Mo1Y1,20081,orc,oP24,24,0.31,1.33,1.33,2.21,9.53,5.43,11.50,11.66,3.90,0.97,2.05,8.67
B4O11Sc2Sr2,86435,tri(1b),aP19,19,4.33,6.75,4.14,11.30,6.31,5.10,5.29,8.53,4.87,0.33,4.05,10.24
B4O7Sn1,249206,orc,oP24,24,3.60,5.77,0.65,1.72,1.95,1.45,1.87,2.53,3.34,2.68,3.35,3.98
B4O7Zn1,412688,orcc,oS48,24,5.88,8.84,0.67,1.82,1.74,1.05,1.93,2.23,3.76,3.59,3.72,3.98
B5Ba2Li1O10,71875,mcl,mP36,36,4.90,7.51,0.69,16.09,5.31,3.22,6.26,6.44,11.74,5.05,14.89,15.29
B5Ca1Na3O10,61165,tri(1b),aP38,38,4.41,6.86,0.56,6.15,1.85,0.37,0.84,4.35,6.13,4.14,6.32,7.94
B5Na3O10Sr1,260005,tri(1b),aP38,38,4.57,7.07,0.56,5.58,5.20,1.98,4.26,9.35,13.78,9.17,13.44,18.73
B6Cs1Li1O10,75995,bct(1),tI72,36,5.23,7.96,0.67,15.42,1.37,1.36,1.36,1.38,6.60,6.51,6.51,6.79
B6Cs2H6,65508,fcc,cF56,14,4.15,6.51,0.67,4.84,1.14,1.14,1.14,1.14,9.74,9.74,9.74,9.74
B6Cs2O10,2081,orc,oP36,36,5.61,8.48,0.55,6.49,2.46,2.05,2.64,2.70,14.05,6.02,11.62,24.50
B6O13Zn4,15800,bcc,cI46,23,4.04,6.36,0.63,5.17,10.17,10.17,10.17,10.17,15.20,15.11,15.20,15.28
B6Si1,20240,cub,cP7,7,0.06,0.99,0.63,0.65,1.27,1.27,1.27,1.27,1.23,1.23,1.23,1.23
Ba10N12Ti4,79102,tri(1b),aP26,26,1.56,3.01,0.62,2.79,2.88,1.47,3.01,4.15,8.47,6.27,7.88,11.27
Ba1Be1F4,414412,orc,oP24,24,7.54,11.08,0.53,14.70,1.79,0.72,1.47,3.19,18.62,11.98,16.99,26.90
Ba1Be1La2O5,65292,mcl,mP36,36,3.82,6.06,1.08,2.31,4.41,3.27,4.02,5.93,8.45,5.68,9.79,9.90
Ba1Be2O7Si2,151563,orc,oP24,24,5.60,8.46,0.45,20.16,2.48,0.37,1.28,5.79,15.17,5.37,6.15,34.01
Ba1Bi1Cl1O2,79532,orcc,oS20,10,3.18,5.20,0.73,3.69,1.68,0.46,1.58,3.00,2.29,0.17,2.23,4.46
Ba1Bi1I1O2,97511,orcc,oS20,10,2.96,4.90,1.02,3.35,2.07,1.24,1.43,3.53,1.90,0.07,1.93,3.69
Ba1Bi1O3,151895,rhl(1),hR10,10,0.07,1.01,0.35,0.51,0.87,0.84,0.85,0.91,2.88,2.80,2.83,3.02
Ba1Bi1O3,172756,mcl,mP20,20,0.69,1.84,2.41,2.20,2.60,0.10,1.01,6.68,3.64,0.85,4.83,5.25
Ba1Bi1Se3,10505,orc,oP40,40,0.73,1.90,0.85,1.16,4.81,0.74,1.90,11.79,7.42,3.66,9.22,9.37
Ba1Bi2La1S6,85461,mcl,mP40,40,0.69,1.84,5.21,1.33,4.55,0.19,0.39,13.08,4.22,0.15,4.12,8.38
Ba1Bi2O9Ta2,92058,bct(2),tI28,14,2.02,3.64,0.69,1.60,2.29,0.22,3.31,3.33,2.58,0.29,3.71,3.73
Ba1Br1Cl1,35458,orc,oP12,12,4.93,7.56,0.36,1.55,2.28,0.31,1.61,4.92,8.54,5.15,8.57,11.90
Ba1Br1F1,1129,tet,tP6,6,4.89,7.50,0.55,2.98,0.28,0.12,0.37,0.37,2.72,0.92,3.62,3.62
Ba1Br1H1,25544,tet,tP6,6,3.21,5.25,0.51,2.15,0.19,0.12,0.23,0.23,1.41,1.27,1.27,1.68
Ba1Br2O6,66035,mclc(1),mS36,18,4.19,6.57,2.00,5.40,4.55,0.68,5.55,7.43,9.98,2.93,11.69,15.33
Ba1Br2,15706,orc,oP12,12,4.36,6.79,0.79,2.05,3.68,2.18,3.14,5.73,6.24,4.14,6.47,8.12
Ba1Br2,79892,tri(1b),aP24,24,3.13,5.13,0.52,8.64,0.93,0.72,0.81,1.26,6.57,1.37,1.62,16.72
Ba1C1Cl1N1S1,94400,mcl,mP10,10,4.11,6.46,1.18,7.17,3.11,1.02,2.05,6.25,4.51,0.63,1.45,11.43
Ba1C1O3,91897,hex,hP10,10,3.96,6.25,0.90,3.11,1.85,1.51,1.57,2.48,3.62,2.10,4.21,4.55
Ba1C2Ca1O6,24442,mcl,mP20,20,4.73,7.29,2.10,3.25,6.78,2.98,4.10,13.25,3.56,0.30,4.20,6.17
Ba1C2Ca2F2O6,245746,orcc,oS52,26,4.73,7.29,2.30,12.45,5.12,0.59,5.90,8.86,8.05,3.21,3.61,17.34
Ba1C2Mg1O6,30974,rhl(1),hR10,10,4.09,6.43,0.99,2.50,0.86,0.74,0.91,0.92,1.31,0.36,1.76,1.81
Ba1C2N2S2,94428,mclc(1),mS28,14,3.85,6.10,1.00,7.12,4.97,2.27,5.80,6.83,7.41,2.52,7.55,12.16
Ba1C2,88102,mclc(1),mS12,6,1.93,3.52,0.52,3.90,0.20,0.14,0.17,0.28,4.43,4.17,4.30,4.83
Ba1Ca1Ge1,52681,orc,oP12,12,0.16,1.13,0.40,1.47,0.61,0.20,0.54,1.11,1.60,0.56,1.87,2.37
Ba1Ca1Si1,52682,orc,oP12,12,0.15,1.11,0.34,1.52,0.55,0.28,0.60,0.78,2.22,0.59,2.53,3.55
Ba1Ca2O9Si3,24426,tri(1b),aP30,30,4.60,7.11,0.45,3.87,1.39,0.68,1.41,2.08,9.21,0.55,3.42,23.66
Ba1Cd1O7P2,39397,tri(1b),aP22,22,3.67,5.86,0.55,18.99,2.91,1.21,1.31,6.21,9.84,1.60,12.24,15.70
Ba1Cd1S2,66655,orc,oP16,16,1.69,3.19,0.30,2.47,0.39,0.29,0.39,0.50,2.44,0.11,0.77,6.43
Ba1Ce1O3,29109,cub,cP5,5,2.96,4.90,2.54,3.69,3.26,3.23,3.24,3.31,5.08,4.71,4.79,5.73
Ba1Ce1O3,79627,rhl(1),hR10,10,2.88,4.80,3.19,3.04,12.33,11.27,12.57,13.16,17.44,16.56,17.64,18.12
Ba1Cl1F1,2350,tet,tP6,6,5.45,8.26,0.57,3.66,0.32,0.30,0.33,0.33,4.58,2.07,5.84,5.84
Ba1Cl1H1,25603,tet,tP6,6,3.49,5.62,0.53,11.34,0.49,0.41,0.41,0.65,3.41,1.81,1.81,6.62
Ba1Cl1O2Sb1,200962,orcc,oS20,10,2.88,4.79,0.98,2.87,1.16,0.52,1.33,1.64,2.46,0.32,3.36,3.71
Ba1Cl2Hg2O2,77509,tet,tP28,28,1.61,3.08,0.37,1.31,1.39,1.02,1.57,1.57,5.39,3.78,3.78,8.60
Ba1Cl2,15705,orc,oP12,12,5.11,7.80,0.82,2.54,0.76,0.47,0.77,1.04,8.80,7.40,7.56,11.43
Ba1Cl2,2191,fcc,cF12,3,5.42,8.23,0.41,4.33,0.48,0.48,0.48,0.48,2.99,2.99,2.99,2.99
Ba1Cl4Zn1,410193,orc,oP24,24,4.96,7.59,0.47,7.38,4.17,2.01,2.76,7.74,9.97,7.63,8.73,13.55
Ba1Cl4Zn1,411951,orc,oP24,24,4.91,7.54,0.45,2.43,1.14,0.25,1.35,1.81,9.19,1.95,8.21,17.43
Ba1Cl5Gd1,407832,mclc(3),mS28,14,3.88,6.15,4.19,1.13,3.28,1.63,3.13,5.07,1.65,0.37,1.83,2.75
Ba1F12Sb2,39346,tri(1b),aP15,15,6.00,9.00,0.93,34.40,1.30,0.43,1.65,1.83,4.38,0.07,2.96,10.10
Ba1F1I1,1128,tet,tP6,6,4.02,6.33,0.53,2.48,0.16,0.06,0.21,0.21,2.19,0.68,2.94,2.94
Ba1F3Li1,45310,cub,cP5,5,6.50,9.68,0.63,12.87,0.08,0.08,0.08,0.08,7.49,7.35,7.48,7.64
Ba1F5Ga1,200316,orc,oP28,28,5.86,8.82,0.59,6.88,2.25,0.66,2.53,3.56,16.00,11.89,16.50,19.61
Ba1F5Sb1,68455,orc,oP28,28,4.73,7.29,0.91,2.73,5.59,4.24,5.00,7.54,4.25,2.69,4.52,5.54
Ba1F6Zr1,36122,orcc,oS32,16,6.25,9.35,9.50,5.61,7.69,4.56,5.80,12.71,12.46,8.60,13.65,15.12
Ba1Ga1La1O4,69640,orc,oP28,28,3.92,6.20,0.41,3.66,4.58,3.02,4.42,6.28,17.04,13.66,15.56,21.89
Ba1Ga2Se4,24386,orcc,oS28,14,1.87,3.43,0.38,1.94,0.19,0.11,0.15,0.32,3.63,3.06,3.46,4.36
Ba1Ga4S7,33238,orc,oP24,24,2.57,4.38,0.62,2.11,4.54,0.85,1.09,11.69,7.17,1.55,2.05,17.91
Ba1Ge1O3,23925,orc,oP20,20,3.54,5.68,0.43,4.21,4.06,2.91,4.42,4.87,11.19,6.87,13.19,13.49
Ba1Ge2O5,60061,orcc,oS64,32,1.73,3.25,0.31,6.13,1.00,0.40,0.97,1.62,7.35,0.23,3.30,18.51
Ba1Ge2P2,26416,tet,tP20,20,0.50,1.59,0.38,0.33,3.19,2.86,3.36,3.36,1.23,1.12,1.28,1.28
Ba1Ge2,84950,orc,oP24,24,0.47,1.55,0.37,0.58,3.96,1.99,3.88,6.00,1.76,1.09,1.93,2.25
Ba1H1I1,25547,tet,tP6,6,2.79,4.67,0.48,0.98,0.16,0.12,0.18,0.18,1.06,0.54,1.32,1.32
Ba1H2O14P4Si1,41357,tri(1b),aP22,22,5.72,8.62,0.53,5.96,4.23,1.69,4.59,6.40,9.91,8.29,8.50,12.94
Ba1H2,155989,orc,oP12,12,2.85,4.75,0.56,2.09,1.24,0.73,1.21,1.76,1.97,0.31,2.10,3.50
Ba1Hf1N2,50994,tet,tP8,8,1.25,2.60,2.97,0.93,1.60,1.06,1.86,1.86,2.35,0.23,3.42,3.42
Ba1Hf1O8P2,245690,mclc(1),mS24,12,4.92,7.55,1.15,3.35,1.90,0.85,1.02,3.84,7.41,5.39,6.09,10.75
Ba1Hg1S2,32648,orc,oP16,16,1.15,2.47,0.49,2.09,0.57,0.14,0.52,1.03,2.57,0.41,3.18,4.13
Ba1Hg1S4Sn1,10456,orc,oP28,28,1.83,3.38,0.34,1.55,3.11,1.47,2.19,5.67,7.92,3.57,8.74,11.46
Ba1I2O6,23276,mclc(1),mS36,18,3.56,5.72,1.43,6.09,4.72,0.42,5.72,8.03,9.89,1.12,11.14,17.41
Ba1I2,15707,orc,oP12,12,3.44,5.55,0.68,1.21,0.13,0.08,0.10,0.21,5.95,4.70,5.30,7.86
Ba1In2Te4,41168,orcc,oS28,14,0.98,2.23,0.28,0.69,0.80,0.65,0.74,1.03,3.03,2.09,3.18,3.83
Ba1Mo1O6Se1,82255,mcl,mP36,36,2.99,4.94,2.81,6.21,18.77,9.48,16.91,29.90,21.94,4.72,5.55,55.56
Ba1Mo1O8P2,79507,mclc(1),mS24,12,0.82,2.02,10.61,1.71,4.18,0.06,3.54,8.95,4.22,1.02,3.57,8.08
Ba1Mo2O12P2,62833,mcl,mP34,34,2.81,4.71,15.61,8.14,13.01,3.87,13.75,21.39,19.62,7.03,13.59,38.25
Ba1N10Si7,405772,mcl,mP36,36,3.92,6.19,1.25,2.25,3.09,2.37,3.15,3.76,8.65,0.74,11.28,13.93
Ba1N2O4,29510,orc,oP28,28,2.37,4.11,12.32,3.95,9.39,5.03,9.22,13.94,14.17,6.66,16.22,19.61
Ba1N2O6,34902,cub,cP36,36,3.59,5.76,6.04,5.13,21.04,21.00,21.02,21.10,16.57,16.51,16.59,16.60
Ba1N2O6,35495,cub,cP36,36,3.59,5.75,6.00,7.57,24.77,23.72,25.00,25.58,17.30,16.19,17.16,18.55
Ba1N2Si1,170268,orcc,oS32,16,2.92,4.85,0.47,1.30,4.04,2.06,3.00,7.06,3.83,0.62,2.05,8.83
Ba1N6,14244,mcl,mP14,14,3.82,6.07,2.32,10.70,3.85,2.31,4.32,4.91,5.32,0.95,6.79,8.22
Ba1Na2O6Si2,10217,mcl,mP22,22,4.21,6.58,0.45,6.08,1.87,0.41,1.75,3.46,8.11,5.76,6.61,11.97
